email,training type,Week,marks_type,Score
bellamorales@example.com,PowerBI Training,Week 1,Quiz,60
aaronhayes@example.com,PowerBI Training,Week 1,Quiz,35
mayaporter@example.com,PowerBI Training,Week 1,Quiz,38
julianramirez@example.com,PowerBI Training,Week 1,Quiz,20
rubyhunter@example.com,PowerBI Training,Week 1,Quiz,22
leoross@example.com,PowerBI Training,Week 1,Quiz,46
sadiediaz@example.com,PowerBI Training,Week 1,Quiz,51
adamsimmons@example.com,PowerBI Training,Week 1,Quiz,2
violetgray@example.com,PowerBI Training,Week 1,Quiz,82
nathanmitchell@example.com,PowerBI Training,Week 1,Quiz,28
stellaperry@example.com,PowerBI Training,Week 1,Quiz,78
aidenrichardson@example.com,PowerBI Training,Week 1,Quiz,89
leahlopez@example.com,PowerBI Training,Week 1,Quiz,19
hunterbarnes@example.com,PowerBI Training,Week 1,Quiz,7
milabrooks@example.com,PowerBI Training,Week 1,Quiz,13
sebastiancarter@example.com,PowerBI Training,Week 1,Quiz,77
elliehughes@example.com,PowerBI Training,Week 1,Quiz,16
jacksonbennett@example.com,PowerBI Training,Week 1,Quiz,71
lunasanders@example.com,PowerBI Training,Week 1,Quiz,15
zacharyrogers@example.com,PowerBI Training,Week 1,Quiz,48
naomiward@example.com,PowerBI Training,Week 1,Quiz,15
liambrown@example.com,PowerBI Training,Week 1,Quiz,93
gabriellacruz@example.com,PowerBI Training,Week 1,Quiz,81
patrickreed@example.com,PowerBI Training,Week 1,Quiz,38
zoeylong@example.com,PowerBI Training,Week 1,Quiz,64
calebscott@example.com,PowerBI Training,Week 1,Quiz,65
harperthompson@example.com,PowerBI Training,Week 1,Quiz,12
blakecarter@example.com,PowerBI Training,Week 1,Quiz,58
emilycoleman@example.com,PowerBI Training,Week 1,Quiz,52
dominicmyers@example.com,PowerBI Training,Week 1,Quiz,85
gracebell@example.com,PowerBI Training,Week 1,Quiz,34
isaacwright@example.com,PowerBI Training,Week 1,Quiz,34
lilyphillips@example.com,PowerBI Training,Week 1,Quiz,98
jaydenstewart@example.com,PowerBI Training,Week 1,Quiz,74
charlotteallen@example.com,PowerBI Training,Week 1,Quiz,10
emilyjohnson@example.com,PowerBI Training,Week 2,Quiz,63
lucasanderson@example.com,PowerBI Training,Week 2,Quiz,9
benjaminharris@example.com,PowerBI Training,Week 2,Quiz,91
isabellamoore@example.com,PowerBI Training,Week 2,Quiz,88
jamescarter@example.com,PowerBI Training,Week 2,Quiz,94
oliviamartin@example.com,PowerBI Training,Week 2,Quiz,11
alexanderwright@example.com,PowerBI Training,Week 2,Quiz,65
sophialewis@example.com,PowerBI Training,Week 2,Quiz,23
michaelscott@example.com,PowerBI Training,Week 2,Quiz,92
ameliaclark@example.com,PowerBI Training,Week 2,Quiz,38
noahrobinson@example.com,PowerBI Training,Week 2,Quiz,43
gracerodriguez@example.com,PowerBI Training,Week 2,Quiz,86
elijahturner@example.com,PowerBI Training,Week 2,Quiz,47
avamitchell@example.com,PowerBI Training,Week 2,Quiz,10
williamcooper@example.com,PowerBI Training,Week 2,Quiz,31
charlottehill@example.com,PowerBI Training,Week 2,Quiz,41
henryadams@example.com,PowerBI Training,Week 2,Quiz,73
evelynbaker@example.com,PowerBI Training,Week 2,Quiz,94
samuelcollins@example.com,PowerBI Training,Week 2,Quiz,12
miaallen@example.com,PowerBI Training,Week 2,Quiz,91
danielbennett@example.com,PowerBI Training,Week 2,Quiz,9
harperparker@example.com,PowerBI Training,Week 2,Quiz,67
jacobyoung@example.com,PowerBI Training,Week 2,Quiz,36
lilyward@example.com,PowerBI Training,Week 2,Quiz,86
matthewfoster@example.com,PowerBI Training,Week 2,Quiz,14
abigailbrooks@example.com,PowerBI Training,Week 2,Quiz,78
josephgriffin@example.com,PowerBI Training,Week 2,Quiz,50
ellareed@example.com,PowerBI Training,Week 2,Quiz,20
davidflores@example.com,PowerBI Training,Week 2,Quiz,30
chloehoward@example.com,PowerBI Training,Week 2,Quiz,43
andrewstewart@example.com,PowerBI Training,Week 2,Quiz,41
victoriaking@example.com,PowerBI Training,Week 2,Quiz,41
thomasphillips@example.com,PowerBI Training,Week 2,Quiz,60
hannahbutler@example.com,PowerBI Training,Week 2,Quiz,10
christophermorgan@example.com,PowerBI Training,Week 2,Quiz,7
arialee@example.com,PowerBI Training,Week 2,Quiz,35
anthonybell@example.com,PowerBI Training,Week 2,Quiz,18
nataliesanders@example.com,PowerBI Training,Week 2,Quiz,90
joshuamorris@example.com,PowerBI Training,Week 2,Quiz,2
scarlettrivera@example.com,PowerBI Training,Week 2,Quiz,12
jonathanperry@example.com,PowerBI Training,Week 2,Quiz,96
penelopecook@example.com,PowerBI Training,Week 2,Quiz,57
ryanpeterson@example.com,PowerBI Training,Week 2,Quiz,66
eleanorbarnes@example.com,PowerBI Training,Week 2,Quiz,84
calebjenkins@example.com,PowerBI Training,Week 2,Quiz,53
zoeyrussell@example.com,PowerBI Training,Week 2,Quiz,18
jackmurphy@example.com,PowerBI Training,Week 2,Quiz,45
madisonhayes@example.com,PowerBI Training,Week 2,Quiz,60
charlescoleman@example.com,PowerBI Training,Week 2,Quiz,18
laylacooper@example.com,PowerBI Training,Week 2,Quiz,68
ethankelly@example.com,PowerBI Training,Week 2,Quiz,11
sofiarichardson@example.com,PowerBI Training,Week 2,Quiz,35
owencox@example.com,PowerBI Training,Week 2,Quiz,4
noraward@example.com,PowerBI Training,Week 2,Quiz,31
isaacprice@example.com,PowerBI Training,Week 2,Quiz,20
hazellong@example.com,PowerBI Training,Week 2,Quiz,1
dylanpowell@example.com,PowerBI Training,Week 2,Quiz,10
lillianfisher@example.com,PowerBI Training,Week 2,Quiz,91
christianhenderson@example.com,PowerBI Training,Week 2,Quiz,60
audreymyers@example.com,PowerBI Training,Week 2,Quiz,45
lukebryant@example.com,PowerBI Training,Week 2,Quiz,18
lucynguyen@example.com,PowerBI Training,Week 2,Quiz,52
carterkim@example.com,PowerBI Training,Week 2,Quiz,7
samanthachavez@example.com,PowerBI Training,Week 2,Quiz,92
gabrieljenkins@example.com,PowerBI Training,Week 2,Quiz,48
bellamorales@example.com,PowerBI Training,Week 2,Quiz,93
aaronhayes@example.com,PowerBI Training,Week 2,Quiz,88
mayaporter@example.com,PowerBI Training,Week 2,Quiz,70
julianramirez@example.com,PowerBI Training,Week 2,Quiz,62
rubyhunter@example.com,PowerBI Training,Week 2,Quiz,33
leoross@example.com,PowerBI Training,Week 2,Quiz,19
sadiediaz@example.com,PowerBI Training,Week 2,Quiz,7
adamsimmons@example.com,PowerBI Training,Week 2,Quiz,75
violetgray@example.com,PowerBI Training,Week 2,Quiz,9
nathanmitchell@example.com,PowerBI Training,Week 2,Quiz,90
stellaperry@example.com,PowerBI Training,Week 2,Quiz,63
aidenrichardson@example.com,PowerBI Training,Week 2,Quiz,95
leahlopez@example.com,PowerBI Training,Week 2,Quiz,37
hunterbarnes@example.com,PowerBI Training,Week 2,Quiz,28
milabrooks@example.com,PowerBI Training,Week 2,Quiz,83
sebastiancarter@example.com,PowerBI Training,Week 2,Quiz,35
elliehughes@example.com,PowerBI Training,Week 2,Quiz,67
jacksonbennett@example.com,PowerBI Training,Week 2,Quiz,21
lunasanders@example.com,PowerBI Training,Week 2,Quiz,49
zacharyrogers@example.com,PowerBI Training,Week 2,Quiz,53
naomiward@example.com,PowerBI Training,Week 2,Quiz,20
liambrown@example.com,PowerBI Training,Week 2,Quiz,5
gabriellacruz@example.com,PowerBI Training,Week 2,Quiz,96
patrickreed@example.com,PowerBI Training,Week 2,Quiz,7
zoeylong@example.com,PowerBI Training,Week 2,Quiz,71
calebscott@example.com,PowerBI Training,Week 2,Quiz,26
harperthompson@example.com,PowerBI Training,Week 2,Quiz,96
blakecarter@example.com,PowerBI Training,Week 2,Quiz,30
emilycoleman@example.com,PowerBI Training,Week 2,Quiz,91
dominicmyers@example.com,PowerBI Training,Week 2,Quiz,20
gracebell@example.com,PowerBI Training,Week 2,Quiz,41
isaacwright@example.com,PowerBI Training,Week 2,Quiz,65
lilyphillips@example.com,PowerBI Training,Week 2,Quiz,94
jaydenstewart@example.com,PowerBI Training,Week 2,Quiz,50
charlotteallen@example.com,PowerBI Training,Week 2,Quiz,44
emilyjohnson@example.com,PowerBI Training,Week 3,Quiz,19
lucasanderson@example.com,PowerBI Training,Week 3,Quiz,64
benjaminharris@example.com,PowerBI Training,Week 3,Quiz,97
isabellamoore@example.com,PowerBI Training,Week 3,Quiz,43
jamescarter@example.com,PowerBI Training,Week 3,Quiz,31
oliviamartin@example.com,PowerBI Training,Week 3,Quiz,88
alexanderwright@example.com,PowerBI Training,Week 3,Quiz,37
sophialewis@example.com,PowerBI Training,Week 3,Quiz,68
michaelscott@example.com,PowerBI Training,Week 3,Quiz,68
ameliaclark@example.com,PowerBI Training,Week 3,Quiz,44
noahrobinson@example.com,PowerBI Training,Week 3,Quiz,68
gracerodriguez@example.com,PowerBI Training,Week 3,Quiz,63
elijahturner@example.com,PowerBI Training,Week 3,Quiz,58
avamitchell@example.com,PowerBI Training,Week 3,Quiz,17
williamcooper@example.com,PowerBI Training,Week 3,Quiz,28
charlottehill@example.com,PowerBI Training,Week 3,Quiz,19
henryadams@example.com,PowerBI Training,Week 3,Quiz,7
evelynbaker@example.com,PowerBI Training,Week 3,Quiz,99
samuelcollins@example.com,PowerBI Training,Week 3,Quiz,100
miaallen@example.com,PowerBI Training,Week 3,Quiz,8
danielbennett@example.com,PowerBI Training,Week 3,Quiz,5
harperparker@example.com,PowerBI Training,Week 3,Quiz,76
jacobyoung@example.com,PowerBI Training,Week 3,Quiz,99
lilyward@example.com,PowerBI Training,Week 3,Quiz,68
matthewfoster@example.com,PowerBI Training,Week 3,Quiz,20
abigailbrooks@example.com,PowerBI Training,Week 3,Quiz,80
josephgriffin@example.com,PowerBI Training,Week 3,Quiz,94
ellareed@example.com,PowerBI Training,Week 3,Quiz,82
davidflores@example.com,PowerBI Training,Week 3,Quiz,27
chloehoward@example.com,PowerBI Training,Week 3,Quiz,67
andrewstewart@example.com,PowerBI Training,Week 3,Quiz,71
victoriaking@example.com,PowerBI Training,Week 3,Quiz,41
thomasphillips@example.com,PowerBI Training,Week 3,Quiz,62
hannahbutler@example.com,PowerBI Training,Week 3,Quiz,18
christophermorgan@example.com,PowerBI Training,Week 3,Quiz,100
arialee@example.com,PowerBI Training,Week 3,Quiz,65
anthonybell@example.com,PowerBI Training,Week 3,Quiz,68
nataliesanders@example.com,PowerBI Training,Week 3,Quiz,81
joshuamorris@example.com,PowerBI Training,Week 3,Quiz,76
scarlettrivera@example.com,PowerBI Training,Week 3,Quiz,99
jonathanperry@example.com,PowerBI Training,Week 3,Quiz,77
penelopecook@example.com,PowerBI Training,Week 3,Quiz,88
ryanpeterson@example.com,PowerBI Training,Week 3,Quiz,0
eleanorbarnes@example.com,PowerBI Training,Week 3,Quiz,64
calebjenkins@example.com,PowerBI Training,Week 3,Quiz,28
zoeyrussell@example.com,PowerBI Training,Week 3,Quiz,15
jackmurphy@example.com,PowerBI Training,Week 3,Quiz,1
madisonhayes@example.com,PowerBI Training,Week 3,Quiz,54
charlescoleman@example.com,PowerBI Training,Week 3,Quiz,34
laylacooper@example.com,PowerBI Training,Week 3,Quiz,77
ethankelly@example.com,PowerBI Training,Week 3,Quiz,95
sofiarichardson@example.com,PowerBI Training,Week 3,Quiz,18
owencox@example.com,PowerBI Training,Week 3,Quiz,87
noraward@example.com,PowerBI Training,Week 3,Quiz,79
isaacprice@example.com,PowerBI Training,Week 3,Quiz,44
hazellong@example.com,PowerBI Training,Week 3,Quiz,51
dylanpowell@example.com,PowerBI Training,Week 3,Quiz,63
lillianfisher@example.com,PowerBI Training,Week 3,Quiz,90
christianhenderson@example.com,PowerBI Training,Week 3,Quiz,67
audreymyers@example.com,PowerBI Training,Week 3,Quiz,32
lukebryant@example.com,PowerBI Training,Week 3,Quiz,24
lucynguyen@example.com,PowerBI Training,Week 3,Quiz,68
carterkim@example.com,PowerBI Training,Week 3,Quiz,74
samanthachavez@example.com,PowerBI Training,Week 3,Quiz,10
gabrieljenkins@example.com,PowerBI Training,Week 3,Quiz,87
bellamorales@example.com,PowerBI Training,Week 3,Quiz,52
aaronhayes@example.com,PowerBI Training,Week 3,Quiz,27
mayaporter@example.com,PowerBI Training,Week 3,Quiz,86
julianramirez@example.com,PowerBI Training,Week 3,Quiz,17
rubyhunter@example.com,PowerBI Training,Week 3,Quiz,49
leoross@example.com,PowerBI Training,Week 3,Quiz,83
sadiediaz@example.com,PowerBI Training,Week 3,Quiz,50
adamsimmons@example.com,PowerBI Training,Week 3,Quiz,81
violetgray@example.com,PowerBI Training,Week 3,Quiz,16
nathanmitchell@example.com,PowerBI Training,Week 3,Quiz,35
stellaperry@example.com,PowerBI Training,Week 3,Quiz,11
aidenrichardson@example.com,PowerBI Training,Week 3,Quiz,65
leahlopez@example.com,PowerBI Training,Week 3,Quiz,39
hunterbarnes@example.com,PowerBI Training,Week 3,Quiz,45
milabrooks@example.com,PowerBI Training,Week 3,Quiz,38
sebastiancarter@example.com,PowerBI Training,Week 3,Quiz,40
elliehughes@example.com,PowerBI Training,Week 3,Quiz,67
jacksonbennett@example.com,PowerBI Training,Week 3,Quiz,74
lunasanders@example.com,PowerBI Training,Week 3,Quiz,76
zacharyrogers@example.com,PowerBI Training,Week 3,Quiz,58
naomiward@example.com,PowerBI Training,Week 3,Quiz,88
liambrown@example.com,PowerBI Training,Week 3,Quiz,73
gabriellacruz@example.com,PowerBI Training,Week 3,Quiz,20
patrickreed@example.com,PowerBI Training,Week 3,Quiz,90
zoeylong@example.com,PowerBI Training,Week 3,Quiz,69
calebscott@example.com,PowerBI Training,Week 3,Quiz,58
harperthompson@example.com,PowerBI Training,Week 3,Quiz,97
blakecarter@example.com,PowerBI Training,Week 3,Quiz,27
emilycoleman@example.com,PowerBI Training,Week 3,Quiz,32
dominicmyers@example.com,PowerBI Training,Week 3,Quiz,5
gracebell@example.com,PowerBI Training,Week 3,Quiz,89
isaacwright@example.com,PowerBI Training,Week 3,Quiz,83
lilyphillips@example.com,PowerBI Training,Week 3,Quiz,43
jaydenstewart@example.com,PowerBI Training,Week 3,Quiz,37
charlotteallen@example.com,PowerBI Training,Week 3,Quiz,83
emilyjohnson@example.com,PowerBI Training,Week 4,Quiz,29
lucasanderson@example.com,PowerBI Training,Week 4,Quiz,40
benjaminharris@example.com,PowerBI Training,Week 4,Quiz,27
isabellamoore@example.com,PowerBI Training,Week 4,Quiz,74
jamescarter@example.com,PowerBI Training,Week 4,Quiz,75
oliviamartin@example.com,PowerBI Training,Week 4,Quiz,81
alexanderwright@example.com,PowerBI Training,Week 4,Quiz,43
sophialewis@example.com,PowerBI Training,Week 4,Quiz,33
michaelscott@example.com,PowerBI Training,Week 4,Quiz,95
ameliaclark@example.com,PowerBI Training,Week 4,Quiz,21
noahrobinson@example.com,PowerBI Training,Week 4,Quiz,68
gracerodriguez@example.com,PowerBI Training,Week 4,Quiz,19
elijahturner@example.com,PowerBI Training,Week 4,Quiz,98
avamitchell@example.com,PowerBI Training,Week 4,Quiz,75
williamcooper@example.com,PowerBI Training,Week 4,Quiz,18
charlottehill@example.com,PowerBI Training,Week 4,Quiz,2
henryadams@example.com,PowerBI Training,Week 4,Quiz,86
evelynbaker@example.com,PowerBI Training,Week 4,Quiz,87
samuelcollins@example.com,PowerBI Training,Week 4,Quiz,67
miaallen@example.com,PowerBI Training,Week 4,Quiz,41
danielbennett@example.com,PowerBI Training,Week 4,Quiz,76
harperparker@example.com,PowerBI Training,Week 4,Quiz,14
jacobyoung@example.com,PowerBI Training,Week 4,Quiz,97
lilyward@example.com,PowerBI Training,Week 4,Quiz,36
matthewfoster@example.com,PowerBI Training,Week 4,Quiz,55
abigailbrooks@example.com,PowerBI Training,Week 4,Quiz,10
josephgriffin@example.com,PowerBI Training,Week 4,Quiz,77
ellareed@example.com,PowerBI Training,Week 4,Quiz,62
davidflores@example.com,PowerBI Training,Week 4,Quiz,21
chloehoward@example.com,PowerBI Training,Week 4,Quiz,59
andrewstewart@example.com,PowerBI Training,Week 4,Quiz,100
victoriaking@example.com,PowerBI Training,Week 4,Quiz,59
thomasphillips@example.com,PowerBI Training,Week 4,Quiz,38
hannahbutler@example.com,PowerBI Training,Week 4,Quiz,10
christophermorgan@example.com,PowerBI Training,Week 4,Quiz,15
arialee@example.com,PowerBI Training,Week 4,Quiz,49
anthonybell@example.com,PowerBI Training,Week 4,Quiz,53
nataliesanders@example.com,PowerBI Training,Week 4,Quiz,7
joshuamorris@example.com,PowerBI Training,Week 4,Quiz,95
scarlettrivera@example.com,PowerBI Training,Week 4,Quiz,60
jonathanperry@example.com,PowerBI Training,Week 4,Quiz,45
penelopecook@example.com,PowerBI Training,Week 4,Quiz,17
ryanpeterson@example.com,PowerBI Training,Week 4,Quiz,1
eleanorbarnes@example.com,PowerBI Training,Week 4,Quiz,27
calebjenkins@example.com,PowerBI Training,Week 4,Quiz,11
zoeyrussell@example.com,PowerBI Training,Week 4,Quiz,32
jackmurphy@example.com,PowerBI Training,Week 4,Quiz,25
madisonhayes@example.com,PowerBI Training,Week 4,Quiz,19
charlescoleman@example.com,PowerBI Training,Week 4,Quiz,16
laylacooper@example.com,PowerBI Training,Week 4,Quiz,6
ethankelly@example.com,PowerBI Training,Week 4,Quiz,5
sofiarichardson@example.com,PowerBI Training,Week 4,Quiz,15
owencox@example.com,PowerBI Training,Week 4,Quiz,67
noraward@example.com,PowerBI Training,Week 4,Quiz,84
isaacprice@example.com,PowerBI Training,Week 4,Quiz,15
hazellong@example.com,PowerBI Training,Week 4,Quiz,13
dylanpowell@example.com,PowerBI Training,Week 4,Quiz,55
lillianfisher@example.com,PowerBI Training,Week 4,Quiz,14
christianhenderson@example.com,PowerBI Training,Week 4,Quiz,84
audreymyers@example.com,PowerBI Training,Week 4,Quiz,92
lukebryant@example.com,PowerBI Training,Week 4,Quiz,52
lucynguyen@example.com,PowerBI Training,Week 4,Quiz,14
carterkim@example.com,PowerBI Training,Week 4,Quiz,78
samanthachavez@example.com,PowerBI Training,Week 4,Quiz,50
gabrieljenkins@example.com,PowerBI Training,Week 4,Quiz,93
bellamorales@example.com,PowerBI Training,Week 4,Quiz,30
aaronhayes@example.com,PowerBI Training,Week 4,Quiz,100
mayaporter@example.com,PowerBI Training,Week 4,Quiz,51
julianramirez@example.com,PowerBI Training,Week 4,Quiz,39
rubyhunter@example.com,PowerBI Training,Week 4,Quiz,62
leoross@example.com,PowerBI Training,Week 4,Quiz,14
sadiediaz@example.com,PowerBI Training,Week 4,Quiz,23
adamsimmons@example.com,PowerBI Training,Week 4,Quiz,81
violetgray@example.com,PowerBI Training,Week 4,Quiz,94
nathanmitchell@example.com,PowerBI Training,Week 4,Quiz,54
stellaperry@example.com,PowerBI Training,Week 4,Quiz,97
aidenrichardson@example.com,PowerBI Training,Week 4,Quiz,34
leahlopez@example.com,PowerBI Training,Week 4,Quiz,16
hunterbarnes@example.com,PowerBI Training,Week 4,Quiz,92
milabrooks@example.com,PowerBI Training,Week 4,Quiz,40
sebastiancarter@example.com,PowerBI Training,Week 4,Quiz,20
elliehughes@example.com,PowerBI Training,Week 4,Quiz,55
jacksonbennett@example.com,PowerBI Training,Week 4,Quiz,98
lunasanders@example.com,PowerBI Training,Week 4,Quiz,6
zacharyrogers@example.com,PowerBI Training,Week 4,Quiz,22
naomiward@example.com,PowerBI Training,Week 4,Quiz,28
liambrown@example.com,PowerBI Training,Week 4,Quiz,53
gabriellacruz@example.com,PowerBI Training,Week 4,Quiz,82
patrickreed@example.com,PowerBI Training,Week 4,Quiz,31
zoeylong@example.com,PowerBI Training,Week 4,Quiz,84
calebscott@example.com,PowerBI Training,Week 4,Quiz,73
harperthompson@example.com,PowerBI Training,Week 4,Quiz,68
blakecarter@example.com,PowerBI Training,Week 4,Quiz,70
emilycoleman@example.com,PowerBI Training,Week 4,Quiz,5
dominicmyers@example.com,PowerBI Training,Week 4,Quiz,11
gracebell@example.com,PowerBI Training,Week 4,Quiz,33
isaacwright@example.com,PowerBI Training,Week 4,Quiz,73
lilyphillips@example.com,PowerBI Training,Week 4,Quiz,47
jaydenstewart@example.com,PowerBI Training,Week 4,Quiz,50
charlotteallen@example.com,PowerBI Training,Week 4,Quiz,53
emilyjohnson@example.com,PowerBI Training,Week 5,Quiz,51
lucasanderson@example.com,PowerBI Training,Week 5,Quiz,58
benjaminharris@example.com,PowerBI Training,Week 5,Quiz,92
isabellamoore@example.com,PowerBI Training,Week 5,Quiz,11
jamescarter@example.com,PowerBI Training,Week 5,Quiz,20
oliviamartin@example.com,PowerBI Training,Week 5,Quiz,40
alexanderwright@example.com,PowerBI Training,Week 5,Quiz,41
sophialewis@example.com,PowerBI Training,Week 5,Quiz,36
michaelscott@example.com,PowerBI Training,Week 5,Quiz,20
ameliaclark@example.com,PowerBI Training,Week 5,Quiz,84
noahrobinson@example.com,PowerBI Training,Week 5,Quiz,86
gracerodriguez@example.com,PowerBI Training,Week 5,Quiz,23
elijahturner@example.com,PowerBI Training,Week 5,Quiz,57
avamitchell@example.com,PowerBI Training,Week 5,Quiz,73
williamcooper@example.com,PowerBI Training,Week 5,Quiz,16
charlottehill@example.com,PowerBI Training,Week 5,Quiz,0
henryadams@example.com,PowerBI Training,Week 5,Quiz,68
evelynbaker@example.com,PowerBI Training,Week 5,Quiz,73
samuelcollins@example.com,PowerBI Training,Week 5,Quiz,6
miaallen@example.com,PowerBI Training,Week 5,Quiz,56
danielbennett@example.com,PowerBI Training,Week 5,Quiz,69
harperparker@example.com,PowerBI Training,Week 5,Quiz,74
jacobyoung@example.com,PowerBI Training,Week 5,Quiz,34
lilyward@example.com,PowerBI Training,Week 5,Quiz,97
matthewfoster@example.com,PowerBI Training,Week 5,Quiz,98
abigailbrooks@example.com,PowerBI Training,Week 5,Quiz,53
josephgriffin@example.com,PowerBI Training,Week 5,Quiz,28
ellareed@example.com,PowerBI Training,Week 5,Quiz,69
davidflores@example.com,PowerBI Training,Week 5,Quiz,17
chloehoward@example.com,PowerBI Training,Week 5,Quiz,39
andrewstewart@example.com,PowerBI Training,Week 5,Quiz,100
victoriaking@example.com,PowerBI Training,Week 5,Quiz,93
thomasphillips@example.com,PowerBI Training,Week 5,Quiz,82
hannahbutler@example.com,PowerBI Training,Week 5,Quiz,8
christophermorgan@example.com,PowerBI Training,Week 5,Quiz,5
arialee@example.com,PowerBI Training,Week 5,Quiz,79
anthonybell@example.com,PowerBI Training,Week 5,Quiz,88
nataliesanders@example.com,PowerBI Training,Week 5,Quiz,83
joshuamorris@example.com,PowerBI Training,Week 5,Quiz,85
scarlettrivera@example.com,PowerBI Training,Week 5,Quiz,90
jonathanperry@example.com,PowerBI Training,Week 5,Quiz,37
penelopecook@example.com,PowerBI Training,Week 5,Quiz,59
ryanpeterson@example.com,PowerBI Training,Week 5,Quiz,93
eleanorbarnes@example.com,PowerBI Training,Week 5,Quiz,5
calebjenkins@example.com,PowerBI Training,Week 5,Quiz,98
zoeyrussell@example.com,PowerBI Training,Week 5,Quiz,55
jackmurphy@example.com,PowerBI Training,Week 5,Quiz,81
madisonhayes@example.com,PowerBI Training,Week 5,Quiz,58
charlescoleman@example.com,PowerBI Training,Week 5,Quiz,67
laylacooper@example.com,PowerBI Training,Week 5,Quiz,27
ethankelly@example.com,PowerBI Training,Week 5,Quiz,74
sofiarichardson@example.com,PowerBI Training,Week 5,Quiz,26
owencox@example.com,PowerBI Training,Week 5,Quiz,70
noraward@example.com,PowerBI Training,Week 5,Quiz,30
isaacprice@example.com,PowerBI Training,Week 5,Quiz,86
hazellong@example.com,PowerBI Training,Week 5,Quiz,35
dylanpowell@example.com,PowerBI Training,Week 5,Quiz,71
lillianfisher@example.com,PowerBI Training,Week 5,Quiz,4
christianhenderson@example.com,PowerBI Training,Week 5,Quiz,98
audreymyers@example.com,PowerBI Training,Week 5,Quiz,17
lukebryant@example.com,PowerBI Training,Week 5,Quiz,85
lucynguyen@example.com,PowerBI Training,Week 5,Quiz,0
carterkim@example.com,PowerBI Training,Week 5,Quiz,96
samanthachavez@example.com,PowerBI Training,Week 5,Quiz,19
gabrieljenkins@example.com,PowerBI Training,Week 5,Quiz,63
bellamorales@example.com,PowerBI Training,Week 5,Quiz,66
aaronhayes@example.com,PowerBI Training,Week 5,Quiz,79
mayaporter@example.com,PowerBI Training,Week 5,Quiz,45
julianramirez@example.com,PowerBI Training,Week 5,Quiz,66
rubyhunter@example.com,PowerBI Training,Week 5,Quiz,85
leoross@example.com,PowerBI Training,Week 5,Quiz,1
sadiediaz@example.com,PowerBI Training,Week 5,Quiz,40
adamsimmons@example.com,PowerBI Training,Week 5,Quiz,51
violetgray@example.com,PowerBI Training,Week 5,Quiz,5
nathanmitchell@example.com,PowerBI Training,Week 5,Quiz,13
stellaperry@example.com,PowerBI Training,Week 5,Quiz,84
aidenrichardson@example.com,PowerBI Training,Week 5,Quiz,32
leahlopez@example.com,PowerBI Training,Week 5,Quiz,94
hunterbarnes@example.com,PowerBI Training,Week 5,Quiz,87
milabrooks@example.com,PowerBI Training,Week 5,Quiz,96
sebastiancarter@example.com,PowerBI Training,Week 5,Quiz,34
elliehughes@example.com,PowerBI Training,Week 5,Quiz,13
jacksonbennett@example.com,PowerBI Training,Week 5,Quiz,88
lunasanders@example.com,PowerBI Training,Week 5,Quiz,31
zacharyrogers@example.com,PowerBI Training,Week 5,Quiz,99
naomiward@example.com,PowerBI Training,Week 5,Quiz,57
liambrown@example.com,PowerBI Training,Week 5,Quiz,83
gabriellacruz@example.com,PowerBI Training,Week 5,Quiz,66
patrickreed@example.com,PowerBI Training,Week 5,Quiz,100
zoeylong@example.com,PowerBI Training,Week 5,Quiz,42
calebscott@example.com,PowerBI Training,Week 5,Quiz,100
harperthompson@example.com,PowerBI Training,Week 5,Quiz,36
blakecarter@example.com,PowerBI Training,Week 5,Quiz,4
emilycoleman@example.com,PowerBI Training,Week 5,Quiz,44
dominicmyers@example.com,PowerBI Training,Week 5,Quiz,27
gracebell@example.com,PowerBI Training,Week 5,Quiz,100
isaacwright@example.com,PowerBI Training,Week 5,Quiz,84
lilyphillips@example.com,PowerBI Training,Week 5,Quiz,5
jaydenstewart@example.com,PowerBI Training,Week 5,Quiz,70
charlotteallen@example.com,PowerBI Training,Week 5,Quiz,70
emilyjohnson@example.com,PowerBI Training,Week 6,Quiz,46
lucasanderson@example.com,PowerBI Training,Week 6,Quiz,38
benjaminharris@example.com,PowerBI Training,Week 6,Quiz,85
isabellamoore@example.com,PowerBI Training,Week 6,Quiz,89
jamescarter@example.com,PowerBI Training,Week 6,Quiz,11
oliviamartin@example.com,PowerBI Training,Week 6,Quiz,84
alexanderwright@example.com,PowerBI Training,Week 6,Quiz,99
sophialewis@example.com,PowerBI Training,Week 6,Quiz,36
michaelscott@example.com,PowerBI Training,Week 6,Quiz,74
ameliaclark@example.com,PowerBI Training,Week 6,Quiz,94
noahrobinson@example.com,PowerBI Training,Week 6,Quiz,64
gracerodriguez@example.com,PowerBI Training,Week 6,Quiz,20
elijahturner@example.com,PowerBI Training,Week 6,Quiz,39
avamitchell@example.com,PowerBI Training,Week 6,Quiz,86
williamcooper@example.com,PowerBI Training,Week 6,Quiz,80
charlottehill@example.com,PowerBI Training,Week 6,Quiz,81
henryadams@example.com,PowerBI Training,Week 6,Quiz,18
evelynbaker@example.com,PowerBI Training,Week 6,Quiz,58
samuelcollins@example.com,PowerBI Training,Week 6,Quiz,33
miaallen@example.com,PowerBI Training,Week 6,Quiz,1
danielbennett@example.com,PowerBI Training,Week 6,Quiz,5
harperparker@example.com,PowerBI Training,Week 6,Quiz,94
jacobyoung@example.com,PowerBI Training,Week 6,Quiz,54
